0.000000 -59.332355
46.000000 -59.332344
92.000000 -59.334873
138.000000 -59.332352
184.000000 -59.334995
230.000000 -59.332157
276.000000 -59.334686
322.000000 -59.332150
368.000000 -59.334446
414.000000 -59.332096
460.000000 -59.334293
506.000000 -59.331722
552.000000 -59.334171
598.000000 -59.331554
644.000000 -59.333866
690.000000 -59.331207
736.000000 -59.333626
782.000000 -59.330864
828.000000 -59.333130
874.000000 -59.330441
920.000000 -59.332920
966.000000 -59.330162
1012.000000 -59.332375
1058.000000 -59.329510
1104.000000 -59.331898
1150.000000 -59.329098
1196.000000 -59.331409
1242.000000 -59.328438
1288.000000 -59.330727
1334.000000 -59.328079
1380.000000 -59.329987
1426.000000 -59.327305
1472.000000 -59.329372
1518.000000 -59.326534
1564.000000 -59.328537
1610.000000 -59.325703
1656.000000 -59.327763
1702.000000 -59.324966
1748.000000 -59.326721
1794.000000 -59.324032
1840.000000 -59.325886
1886.000000 -59.323124
1932.000000 -59.324543
1978.000000 -59.322304
2024.000000 -59.323631
2070.000000 -59.320942
2116.000000 -59.322384
2162.000000 -59.319698
2208.000000 -59.321171
2254.000000 -59.318527
2300.000000 -59.319748
2346.000000 -59.317005
2392.000000 -59.318272
2438.000000 -59.315681
2484.000000 -59.316669
2530.000000 -59.314144
2576.000000 -59.314899
2622.000000 -59.312450
2668.000000 -59.313129
2714.000000 -59.310535
2760.000000 -59.311226
2806.000000 -59.308674
2852.000000 -59.308994
2898.000000 -59.306484
2944.000000 -59.306812
2990.000000 -59.304520
3036.000000 -59.304432
3082.000000 -59.301861
3128.000000 -59.301685
3174.000000 -59.299320
3220.000000 -59.298885
3266.000000 -59.296432
3312.000000 -59.295780
3358.000000 -59.293381
3404.000000 -59.292419
3450.000000 -59.289986
3496.000000 -59.288662
3542.000000 -59.286411
3588.000000 -59.284657
3634.000000 -59.282246
3680.000000 -59.280365
3726.000000 -59.277718
3772.000000 -59.275387
3818.000000 -59.272739
3864.000000 -59.269958
3910.000000 -59.267246
3956.000000 -59.263828
4002.000000 -59.260960
4048.000000 -59.257053
4094.000000 -59.253902
4140.000000 -59.249249
4186.000000 -59.245693
4232.000000 -59.240177
4278.000000 -59.236343
4324.000000 -59.229679
4370.000000 -59.225155
4416.000000 -59.217262
4462.000000 -59.211731
4508.000000 -59.202229
4554.000000 -59.195293
4600.000000 -59.183796
4646.000000 -59.174999
4692.000000 -59.162216
4738.000000 -59.155972
4784.000000 -59.220787
4830.000000 -59.014183
4876.000000 -58.877865
4922.000000 -58.862408
4968.000000 -58.947979
5014.000000 -59.130676
5060.000000 -59.170391
5106.000000 -59.173668
5152.000000 -59.182304
5198.000000 -59.198349
5244.000000 -59.206207
5290.000000 -59.221287
5336.000000 -59.226852
5382.000000 -59.240822
5428.000000 -59.244419
5474.000000 -59.257549
5520.000000 -59.259605
5566.000000 -59.272141
5612.000000 -59.273026
5658.000000 -59.285004
5704.000000 -59.284859
5750.000000 -59.296494
5796.000000 -59.295441
5842.000000 -59.306709
5888.000000 -59.304375
5934.000000 -59.315639
5980.000000 -59.313061
6026.000000 -59.323586
6072.000000 -59.320469
6118.000000 -59.330303
6164.000000 -59.326618
6210.000000 -59.336243
6256.000000 -59.331738
6302.000000 -59.340908
6348.000000 -59.336018
6394.000000 -59.344566
6440.000000 -59.339283
6486.000000 -59.347225
6532.000000 -59.341957
6578.000000 -59.349354
6624.000000 -59.342915
6670.000000 -59.350521
6716.000000 -59.344013
6762.000000 -59.350895
6808.000000 -59.344261
6854.000000 -59.351135
6900.000000 -59.343697
6946.000000 -59.350044
6992.000000 -59.343472
7038.000000 -59.348602
7084.000000 -59.342377
7130.000000 -59.347385
7176.000000 -59.341091
7222.000000 -59.345398
7268.000000 -59.339687
7314.000000 -59.343609
7360.000000 -59.337635
7406.000000 -59.341518
7452.000000 -59.335457
7498.000000 -59.339188
7544.000000 -59.333225
7590.000000 -59.336449
7636.000000 -59.330780
7682.000000 -59.333828
7728.000000 -59.328060
7774.000000 -59.330662
7820.000000 -59.325405
7866.000000 -59.327793
7912.000000 -59.322281
7958.000000 -59.324184
8004.000000 -59.319016
8050.000000 -59.320782
8096.000000 -59.315617
8142.000000 -59.316990
8188.000000 -59.311844
8234.000000 -59.312923
8280.000000 -59.307869
8326.000000 -59.308643
8372.000000 -59.303421
8418.000000 -59.304245
8464.000000 -59.298721
8510.000000 -59.299137
8556.000000 -59.293751
8602.000000 -59.293823
8648.000000 -59.288269
8694.000000 -59.287926
8740.000000 -59.282162
8786.000000 -59.281319
8832.000000 -59.276089
8878.000000 -59.274368
8924.000000 -59.268196
8970.000000 -59.266655
9016.000000 -59.259983
9062.000000 -59.257755
9108.000000 -59.250500
9154.000000 -59.247807
9200.000000 -59.239738
9246.000000 -59.236187
9292.000000 -59.227161
9338.000000 -59.222542
9384.000000 -59.212254
9430.000000 -59.206139
9476.000000 -59.194195
9522.000000 -59.186146
9568.000000 -59.172523
9614.000000 -59.163551
9660.000000 -59.159008
9706.000000 -59.138111
9752.000000 -58.947559
9798.000000 -58.861488
9844.000000 -58.877308
9890.000000 -59.013485
9936.000000 -59.246063
9982.000000 -59.166187
10028.000000 -59.171207
10074.000000 -59.186066
10120.000000 -59.194401
10166.000000 -59.208988
10212.000000 -59.215031
10258.000000 -59.228310
10304.000000 -59.232281
10350.000000 -59.244556
10396.000000 -59.246880
10442.000000 -59.258434
10488.000000 -59.259411
10534.000000 -59.270359
10580.000000 -59.270485
10626.000000 -59.280724
10672.000000 -59.279789
10718.000000 -59.289967
10764.000000 -59.288200
10810.000000 -59.297958
10856.000000 -59.295296
10902.000000 -59.304775
10948.000000 -59.301498
10994.000000 -59.310604
11040.000000 -59.306644
11086.000000 -59.315460
11132.000000 -59.310940
11178.000000 -59.319298
11224.000000 -59.314053
11270.000000 -59.322041
11316.000000 -59.316475
11362.000000 -59.323933
11408.000000 -59.317535
11454.000000 -59.324684
11500.000000 -59.318184
11546.000000 -59.324238
11592.000000 -59.317711
11638.000000 -59.323502
11684.000000 -59.316338
11730.000000 -59.321552
11776.000000 -59.314140
11822.000000 -59.319321
11868.000000 -59.311611
11914.000000 -59.315914
11960.000000 -59.308182
12006.000000 -59.312248
12052.000000 -59.304409
12098.000000 -59.308144
12144.000000 -59.299839
12190.000000 -59.303467
12236.000000 -59.295147
12282.000000 -59.298252
12328.000000 -59.289810
12374.000000 -59.292747
12420.000000 -59.284115
12466.000000 -59.286495
12512.000000 -59.277958
12558.000000 -59.279896
12604.000000 -59.271122
12650.000000 -59.272587
12696.000000 -59.263874
12742.000000 -59.264660
12788.000000 -59.255943
12834.000000 -59.256214
12880.000000 -59.247005
12926.000000 -59.246750
12972.000000 -59.237267
13018.000000 -59.236191
13064.000000 -59.226204
13110.000000 -59.224461
13156.000000 -59.213764
13202.000000 -59.210857
13248.000000 -59.199387
13294.000000 -59.195076
13340.000000 -59.182484
13386.000000 -59.176331
13432.000000 -59.162331
13478.000000 -59.154022
13524.000000 -59.139557
13570.000000 -59.134521
13616.000000 -59.236259
13662.000000 -58.984081
13708.000000 -58.848083
13754.000000 -58.832413
13800.000000 -58.918533
13846.000000 -59.107845
13892.000000 -59.132164
13938.000000 -59.136631
13984.000000 -59.145943
14030.000000 -59.160038
14076.000000 -59.168522
14122.000000 -59.181023
14168.000000 -59.187569
14214.000000 -59.198425
14260.000000 -59.203541
14306.000000 -59.213085
14352.000000 -59.217171
14398.000000 -59.225746
14444.000000 -59.229103
14490.000000 -59.236755
14536.000000 -59.239624
14582.000000 -59.246609
14628.000000 -59.249008
14674.000000 -59.255383
14720.000000 -59.257896
14766.000000 -59.263409
14812.000000 -59.265388
14858.000000 -59.271000
14904.000000 -59.272530
14950.000000 -59.277737
14996.000000 -59.279205
15042.000000 -59.284122
15088.000000 -59.285351
15134.000000 -59.290104
15180.000000 -59.291233
15226.000000 -59.295551
15272.000000 -59.296837
15318.000000 -59.300797
15364.000000 -59.302010
15410.000000 -59.305698
15456.000000 -59.306896
15502.000000 -59.310501
15548.000000 -59.311714
15594.000000 -59.314877
15640.000000 -59.315929
15686.000000 -59.319202
15732.000000 -59.320393
15778.000000 -59.323257
15824.000000 -59.324326
15870.000000 -59.327236
15916.000000 -59.328384
15962.000000 -59.330990
